VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
0, 0, -0.24825,  0.17792, -0.05944, -0.24843,  0.27697,  0.92821, -0.96862, -0.07785, -0.23602, -1.00,  0.32941,  0.00,  0.00,  2.00,  0.91335,  0.39676,  0.11837,  0.93461,  0.11837,  0.93461, -0.24825,  0.17792, -0.05944
1, 1, -0.24825, -0.02366, -0.07082, -0.23511, -0.01737,  0.97181, -0.96876, -0.07692, -0.23575, -1.00,  0.00,  0.00,  0.00,  2.00,  0.91335,  0.3152,  0.11837,  0.89453,  0.11837,  0.89453, -0.24825, -0.02366, -0.07082
2, 2,  0.01058,  2.60540E-15, -2.98023E-08, -0.00119, -0.01787,  0.99984, -0.99998, -0.00658, -0.0013, -1.00,  0.00,  0.00,  0.00,  2.00,  0.80912,  0.3152,  0.06714,  0.89453,  0.06714,  0.89453,  0.01058,  2.60540E-15, -2.98023E-08
3, 0, -0.24825,  0.17792, -0.05944, -0.24843,  0.27697,  0.92821, -0.96862, -0.07785, -0.23602, -1.00,  0.32941,  0.00,  0.00,  2.00,  0.91335,  0.39676,  0.11837,  0.93461,  0.11837,  0.93461, -0.24825,  0.17792, -0.05944
4, 2,  0.01058,  2.60540E-15, -2.98023E-08, -0.00119, -0.01787,  0.99984, -0.99998, -0.00658, -0.0013, -1.00,  0.00,  0.00,  0.00,  2.00,  0.80912,  0.3152,  0.06714,  0.89453,  0.06714,  0.89453,  0.01058,  2.60540E-15, -2.98023E-08
5, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
6, 4, -0.24825,  0.37458, -0.20387, -0.23954,  0.54894,  0.8008, -0.96865, -0.07923, -0.23544, -1.00,  1.00,  0.00,  0.00,  2.00,  0.91335,  0.49775,  0.11837,  0.98425,  0.11837,  0.98425, -0.24825,  0.37458, -0.20387
7, 0, -0.24825,  0.17792, -0.05944, -0.24843,  0.27697,  0.92821, -0.96862, -0.07785, -0.23602, -1.00,  0.32941,  0.00,  0.00,  2.00,  0.91335,  0.39676,  0.11837,  0.93461,  0.11837,  0.93461, -0.24825,  0.17792, -0.05944
8, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
9, 4, -0.24825,  0.37458, -0.20387, -0.23954,  0.54894,  0.8008, -0.96865, -0.07923, -0.23544, -1.00,  1.00,  0.00,  0.00,  2.00,  0.91335,  0.49775,  0.11837,  0.98425,  0.11837,  0.98425, -0.24825,  0.37458, -0.20387
10, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
11, 5,  0.01058,  0.39825, -0.13305, -0.0012,  0.5654,  0.82482, -0.99999,  0.00337, -0.00376, -1.00,  1.00,  0.00,  0.00,  2.00,  0.80912,  0.49775,  0.06714,  0.98425,  0.06714,  0.98425,  0.01058,  0.39825, -0.13305
12, 6,  0.272,  0.37458, -0.20387,  0.2373,  0.54925,  0.80126, -0.96866,  0.07149,  0.23788, -1.00,  1.00,  0.00,  0.00,  2.00,  0.70384,  0.49775,  0.0154,  0.98425,  0.0154,  0.98425,  0.272,  0.37458, -0.20387
13, 5,  0.01058,  0.39825, -0.13305, -0.0012,  0.5654,  0.82482, -0.99999,  0.00337, -0.00376, -1.00,  1.00,  0.00,  0.00,  2.00,  0.80912,  0.49775,  0.06714,  0.98425,  0.06714,  0.98425,  0.01058,  0.39825, -0.13305
14, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
15, 6,  0.272,  0.37458, -0.20387,  0.2373,  0.54925,  0.80126, -0.96866,  0.07149,  0.23788, -1.00,  1.00,  0.00,  0.00,  2.00,  0.70384,  0.49775,  0.0154,  0.98425,  0.0154,  0.98425,  0.272,  0.37458, -0.20387
16, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
17, 7,  0.272,  0.17792, -0.05944,  0.24613,  0.27715,  0.92877, -0.96921,  0.07817,  0.23352, -1.00,  0.32941,  0.00,  0.00,  2.00,  0.70384,  0.39676,  0.0154,  0.93461,  0.0154,  0.93461,  0.272,  0.17792, -0.05944
18, 8,  0.272, -0.02366, -0.07082,  0.23291, -0.01738,  0.97234, -0.9684,  0.08755,  0.23354, -1.00,  0.00,  0.00,  0.00,  2.00,  0.70384,  0.3152,  0.0154,  0.89453,  0.0154,  0.89453,  0.272, -0.02366, -0.07082
19, 7,  0.272,  0.17792, -0.05944,  0.24613,  0.27715,  0.92877, -0.96921,  0.07817,  0.23352, -1.00,  0.32941,  0.00,  0.00,  2.00,  0.70384,  0.39676,  0.0154,  0.93461,  0.0154,  0.93461,  0.272,  0.17792, -0.05944
20, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
21, 8,  0.272, -0.02366, -0.07082,  0.23291, -0.01738,  0.97234, -0.9684,  0.08755,  0.23354, -1.00,  0.00,  0.00,  0.00,  2.00,  0.70384,  0.3152,  0.0154,  0.89453,  0.0154,  0.89453,  0.272, -0.02366, -0.07082
22, 3,  0.01058,  0.19635, -0.00427, -0.00115,  0.28842,  0.9575, -1.00,  0.00,  0.00, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.80912,  0.39676,  0.06714,  0.93461,  0.06714,  0.93461,  0.01058,  0.19635, -0.00427
23, 2,  0.01058,  2.60540E-15, -2.98023E-08, -0.00119, -0.01787,  0.99984, -0.99998, -0.00658, -0.0013, -1.00,  0.00,  0.00,  0.00,  2.00,  0.80912,  0.3152,  0.06714,  0.89453,  0.06714,  0.89453,  0.01058,  2.60540E-15, -2.98023E-08
